Block,Irrigation,Cultivar,Inoculum,Plant,29-Oct-19,5-Nov-19,19-Nov-19,3-Dec-19,16-Dec-19,14-Jan-20,27-Jan-20,11-Feb-20,25-Feb-20,9-Mar-20,24-Mar-20,14-Apr-20,28-Apr-20,12-May-20,26-May-20,9-Jun-20,23-Jun-20
4,Optimal,Monterey,Inoculated,21,,,,,,,,,,,,,0,1,1,5,5
4,Optimal,Monterey,Inoculated,22,,,,flower,flower,,,,,,,,2,2,2,2,2
4,Optimal,Monterey,Inoculated,23,,,,,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled,sampled
4,Optimal,Monterey,Inoculated,24,,,,,,,,,,,,,4,5,5,5,sampled
4,Optimal,Monterey,Inoculated,25,,,,,,,,,,,,,0,0,1,2,3
4,Optimal,Monterey,Inoculated,26,,,,,,,,,,,,,0,0,1,2,5
4,Optimal,Monterey,Inoculated,27,,,,,,,,,,,,,0,1,1,2,2
4,Optimal,Monterey,Inoculated,28,,,,,,,,,,,,,2,2,2,3,5
4,Optimal,Monterey,Inoculated,29,,,,,,,,,,,,,0,2,2,4,5
4,Optimal,Monterey,Inoculated,30,,,,,,,,,,,,,0,2,2,2,3
